id,name,status,net,window_start,window_end,is_crewed,rocket_name,rocket_full_name,rocket_manufacturer,provider,mission_type,orbit,pad_name,location_name,location_country
602ee780-2016-45a3-9baa-802574b6548f,Atlas LV-3A | Samos 4,Launch Failure,1961-11-22T20:45:47Z,1961-11-22T20:45:47Z,1961-11-22T20:45:47Z,,Atlas Agena B,Atlas LV-3 Agena B,United States Air Force,United States Air Force,,,Space Launch Complex 3W,"Vandenberg SFB, CA, USA",
c68999b7-a4bc-4510-ae6d-60fd1a9618c5,Atlas LV-3B | Mercury-Atlas 5,Launch Successful,1961-11-29T15:07:57Z,1961-11-29T15:07:57Z,1961-11-29T15:07:57Z,,Atlas LV-3B,Atlas LV-3B,National Aeronautics and Space Administration,National Aeronautics and Space Administration,Test Flight,Low Earth Orbit,Space Launch Complex 14,"Cape Canaveral SFS, FL, USA",
66201539-d2d1-402f-80fc-2314a936ad35,Blue Scout Jr | Blue Scout Jr. O-2,Launch Successful,1961-12-04T04:00:16Z,1961-12-04T04:00:16Z,1961-12-04T04:00:16Z,,Blue Scout Jr,Blue Scout Jr,Vought,United States Air Force,Earth Science,Suborbital,Launch Complex A,"Vandenberg SFB, CA, USA",
812ba1f4-909f-48a5-b57f-93fda2f709e4,Vostok-K | Zenit-2 1,Launch Failure,1961-12-11T09:39:02Z,1961-12-11T09:39:02Z,1961-12-11T09:39:02Z,,Vostok,Vostok-K,Soviet Space Program,Soviet Space Program,Government/Top Secret,Low Earth Orbit,1/5,"Baikonur Cosmodrome, Republic of Kazakhstan",
b72ea585-14dc-4aa7-b257-5b7f2dcb9bf0,Thor DM-21 Agena-B | Discoverer 36 & OSCAR 1,Launch Successful,1961-12-12T20:40:00Z,1961-12-12T20:40:00Z,1961-12-12T20:40:00Z,,Thor DM-21 Agena-B,Thor DM-21 Agena-B,United States Air Force,United States Air Force,,,Space Launch Complex 1W,"Vandenberg SFB, CA, USA",
84a7f81c-2b95-4809-ba4b-dba4d178fd36,Kosmos-2I 63S1 | DS-1 2,Launch Failure,1961-12-21T12:30:00Z,1961-12-21T12:30:00Z,1961-12-21T12:30:00Z,,Kosmos-2I 63S1,Kosmos-2I,Strategic Rocket Forces,Strategic Rocket Forces,,,Mayak-2,"Kapustin Yar, Russian Federation",
8dc32887-ae1c-4d82-acf3-78726d8946e9,Atlas LV-3A | Samos 5,Launch was a Partial Failure,1961-12-22T19:12:33Z,1961-12-22T19:12:33Z,1961-12-22T19:12:33Z,,Atlas Agena B,Atlas LV-3 Agena B,United States Air Force,United States Air Force,,,Space Launch Complex 3E,"Vandenberg SFB, CA, USA",
83f07d31-0783-4bbe-b84d-229836c4c07b,Thor DM-21 Agena-B | Discoverer 37,Launch Failure,1962-01-13T21:41:02Z,1962-01-13T21:41:02Z,1962-01-13T21:41:02Z,,Thor DM-21 Agena-B,Thor DM-21 Agena-B,United States Air Force,United States Air Force,Government/Top Secret,Low Earth Orbit,Space Launch Complex 1W,"Vandenberg SFB, CA, USA",
d5e7b928-9733-4887-86d0-fbc53331e322,Thor DM-21 Ablestar | 5 Payloads Rideshare,Launch Failure,1962-01-24T09:30:00Z,1962-01-24T09:30:00Z,1962-01-24T09:30:00Z,,Thor DM-21 Ablestar,Thor DM-21 Ablestar,United States Air Force,United States Air Force,Dedicated Rideshare,Low Earth Orbit,Space Launch Complex 17B,"Cape Canaveral SFS, FL, USA",
427b571c-e04b-4ad1-8ccd-3235674f1cc2,Atlas Agena B | Ranger 3,Launch Successful,1962-01-26T20:30:11Z,1962-01-26T20:30:11Z,1962-01-26T20:30:11Z,,Atlas Agena B,Atlas LV-3 Agena B,United States Air Force,United States Air Force,Lunar Exploration,Heliocentric N/A,Launch Complex 12,"Cape Canaveral SFS, FL, USA",
84e3f7f7-33dc-4a22-9467-984ab44f42f6,Thor Delta | Tiros 4,Launch Successful,1962-02-08T12:43:45Z,1962-02-08T12:43:45Z,1962-02-08T12:43:45Z,,Thor Delta,Thor Delta,McDonnell Douglas,United States Air Force,Earth Science,Sun-Synchronous Orbit,Space Launch Complex 17A,"Cape Canaveral SFS, FL, USA",
ef68f324-c31b-471c-b401-2ce64aaa229c,Atlas LV-3B | Mercury-Atlas 6,Launch Successful,1962-02-20T14:47:39Z,1962-02-20T14:47:39Z,1962-02-20T14:47:39Z,,Atlas LV-3B,Atlas LV-3B,National Aeronautics and Space Administration,National Aeronautics and Space Administration,Human Exploration,Low Earth Orbit,Space Launch Complex 14,"Cape Canaveral SFS, FL, USA",
118a5b69-3c6f-41f3-9b4c-9297b522d33d,Thor DM-21 Agena-B | P-102 Group 0-D,Launch Successful,1962-02-21T18:44:00Z,1962-02-21T18:44:00Z,1962-02-21T18:44:00Z,,Thor DM-21 Agena-B,Thor DM-21 Agena-B,United States Air Force,United States Air Force,Government/Top Secret,Low Earth Orbit,Space Launch Complex 1E,"Vandenberg SFB, CA, USA",
d6772a56-b47e-425c-a445-206613749e26,Thor DM-21 Agena-B | KH-4 1,Launch Successful,1962-02-27T19:39:20Z,1962-02-27T19:39:20Z,1962-02-27T19:39:20Z,,Thor DM-21 Agena-B,Thor DM-21 Agena-B,United States Air Force,United States Air Force,Government/Top Secret,Low Earth Orbit,Space Launch Complex 1W,"Vandenberg SFB, CA, USA",
953e56aa-e627-4151-b9b6-626044ced647,Thor Delta | OSO 1,Launch Successful,1962-03-07T16:06:18Z,1962-03-07T16:06:18Z,1962-03-07T16:06:18Z,,Thor Delta,Thor Delta,McDonnell Douglas,United States Air Force,Astrophysics,Low Earth Orbit,Space Launch Complex 17A,"Cape Canaveral SFS, FL, USA",
a0a5ef8a-f0f1-490b-a444-a74040aed356,Atlas Agena B | Samos 6,Launch Successful,1962-03-07T22:10:31Z,1962-03-07T22:10:31Z,1962-03-07T22:10:31Z,,Atlas Agena B,Atlas LV-3 Agena B,United States Air Force,United States Air Force,Government/Top Secret,Polar Orbit,Space Launch Complex 3E,"Vandenberg SFB, CA, USA",
851d10cc-e44c-48d2-83e3-5e9103d7d389,Kosmos-2I 63S1 | DS-2 1,Launch Successful,1962-03-16T11:59:00Z,1962-03-16T11:59:00Z,1962-03-16T11:59:00Z,,Kosmos-2I 63S1,Kosmos-2I,Strategic Rocket Forces,Soviet Space Program,Test Flight,Low Earth Orbit,Mayak-2,"Kapustin Yar, Russian Federation",
102e2f02-0c9f-47f0-a4b2-1583b6982d3a,Scout X-2 | P-21A,Launch Successful,1962-03-29T07:27:00Z,1962-03-29T07:27:00Z,1962-03-29T07:27:00Z,,Scout X-2,Scout X-2,Vought,National Aeronautics and Space Administration,Earth Science,Low Earth Orbit,Launch Area 3,"Wallops Flight Facility, Virginia, USA",
bb28d685-2d4d-45b4-b614-b23ee2a777b7,Kosmos-2I 63S1 | 1MS 1,Launch Successful,1962-04-06T17:15:00Z,1962-04-06T17:15:00Z,1962-04-06T17:15:00Z,,Kosmos-2I 63S1,Kosmos-2I,Strategic Rocket Forces,Soviet Space Program,Astrophysics,Elliptical Orbit,Mayak-2,"Kapustin Yar, Russian Federation",
f113636a-3c3e-4db0-b057-94449b9eb872,Atlas Agena B | Midas 5,Launch Successful,1962-04-09T15:04:48Z,1962-04-09T15:04:48Z,1962-04-09T15:04:48Z,,Atlas Agena B,Atlas LV-3 Agena B,United States Air Force,United States Air Force,Government/Top Secret,Polar Orbit,Space Launch Complex 3E,"Vandenberg SFB, CA, USA",
6cafa345-f83b-4974-99ff-5fe7cb5d1797,Thor DM-21 Agena-B | KH-4 2,Launch Successful,1962-04-18T00:53:47Z,1962-04-18T00:53:47Z,1962-04-18T00:53:47Z,,Thor DM-21 Agena-B,Thor DM-21 Agena-B,United States Air Force,United States Air Force,Government/Top Secret,Low Earth Orbit,Space Launch Complex 1E,"Vandenberg SFB, CA, USA",
7f935a77-99ad-40dc-9dcd-9f63f04c79fe,Atlas Agena B | Ranger 4,Launch Successful,1962-04-23T20:50:00Z,1962-04-23T20:50:00Z,1962-04-23T20:50:00Z,,Atlas Agena B,Atlas LV-3 Agena B,United States Air Force,United States Air Force,Lunar Exploration,Lunar Impactor,Launch Complex 12,"Cape Canaveral SFS, FL, USA",
1e0c9df8-297b-4d82-974a-ea47ded5f860,Kosmos-2I 63S1 | Sputnik 13,Launch Successful,1962-04-24T04:00:00Z,1962-04-24T04:00:00Z,1962-04-24T04:00:00Z,,Kosmos-2I 63S1,Kosmos-2I,Strategic Rocket Forces,Soviet Space Program,Astrophysics,Elliptical Orbit,Mayak-2,"Kapustin Yar, Russian Federation",
2d5166a1-579a-4a2e-b153-4caa3d4b8c42,Saturn I | Saturn SA-2,Launch Successful,1962-04-25T14:00:34Z,1962-04-25T14:00:34Z,1962-04-25T14:00:34Z,,Saturn I,Saturn I,Chrysler,National Aeronautics and Space Administration,Test Flight,Suborbital,Launch Complex 34,"Cape Canaveral SFS, FL, USA",
f6e14f90-a5dc-472e-acf6-4aac471ffb6b,Vostok | Zenit-2 2,Launch Successful,1962-04-26T10:02:00Z,1962-04-26T10:02:00Z,1962-04-26T10:02:00Z,,Vostok,Vostok-K,Soviet Space Program,Soviet Space Program,Government/Top Secret,Low Earth Orbit,1/5,"Baikonur Cosmodrome, Republic of Kazakhstan",
0e2da711-13e9-4730-b109-a0833296534b,Scout X-2 | SOLRAD 4B,Launch Failure,1962-04-26T10:49:00Z,1962-04-26T10:49:00Z,1962-04-26T10:49:00Z,,Scout X-2,Scout X-2,Vought,US Navy,Astrophysics,Low Earth Orbit,Space Launch Complex 5,"Vandenberg SFB, CA, USA",
d2983489-21bd-47b7-aa63-54b4aa90755f,Thor Delta | Ariel 1,Launch Successful,1962-04-26T18:00:16Z,1962-04-26T18:00:16Z,1962-04-26T18:00:16Z,,Thor Delta,Thor Delta,McDonnell Douglas,United States Air Force,Earth Science,Low Earth Orbit,Space Launch Complex 17A,"Cape Canaveral SFS, FL, USA",
457af90c-8ada-4db7-9be9-3bcca545a371,Atlas Agena B | Samos-E6 1,Launch Successful,1962-04-26T18:56:08Z,1962-04-26T18:56:08Z,1962-04-26T18:56:08Z,,Atlas Agena B,Atlas LV-3 Agena B,United States Air Force,United States Air Force,Government/Top Secret,Polar Orbit,Space Launch Complex 3W,"Vandenberg SFB, CA, USA",
510c717a-a8a3-4a65-a201-2f398eb70e7b,Thor DM-21 Agena-B | KH-4 3,Launch Successful,1962-04-29T00:30:12Z,1962-04-29T00:30:12Z,1962-04-29T00:30:12Z,,Thor DM-21 Agena-B,Thor DM-21 Agena-B,United States Air Force,United States Air Force,Government/Top Secret,Low Earth Orbit,Space Launch Complex 1W,"Vandenberg SFB, CA, USA",
e08b33b0-8e29-4f03-8710-031223a550c8,Trailblazer 2 | Trailblazer IIb,Launch Successful,1962-05-06T05:41:00Z,1962-05-06T05:41:00Z,1962-05-06T05:41:00Z,,Trailblazer 2,Trailblazer 2,National Aeronautics and Space Administration,National Aeronautics and Space Administration,Earth Science,Suborbital,Unknown Pad,"Wallops Flight Facility, Virginia, USA",
4d464e6a-b8b2-4f2c-9c17-9bb17d80a24e,Thor DM-21 Ablestar | ANNA 1A,Launch Failure,1962-05-10T12:06:00Z,1962-05-10T12:06:00Z,1962-05-10T12:06:00Z,,Thor DM-21 Ablestar,Thor DM-21 Ablestar,United States Air Force,United States Air Force,Earth Science,Low Earth Orbit,Space Launch Complex 17B,"Cape Canaveral SFS, FL, USA",
3219ff41-e36e-4a6a-b6f8-6b66902dfdac,Thor DM-21 Agena-B | KH-5 5,Launch Successful,1962-05-15T19:36:00Z,1962-05-15T19:36:00Z,1962-05-15T19:36:00Z,,Thor DM-21 Agena-B,Thor DM-21 Agena-B,United States Air Force,United States Air Force,Government/Top Secret,Low Earth Orbit,Space Launch Complex 1E,"Vandenberg SFB, CA, USA",
c1037c28-c986-4049-81a5-d182b66f0e72,Scout X-2M | DSAP-1 F1,Launch Failure,1962-05-24T00:00:00Z,1962-05-24T00:00:00Z,1962-05-24T00:00:00Z,,Scout X-2M,Scout X-2M,Vought,United States Air Force,Government/Top Secret,Sun-Synchronous Orbit,Space Launch Complex 5,"Vandenberg SFB, CA, USA",
bb844564-1ae0-4af2-b2a1-f3a28195ea0f,Atlas LV-3B | Mercury-Atlas 7,Launch Successful,1962-05-24T12:45:16Z,1962-05-24T12:45:16Z,1962-05-24T12:45:16Z,,Atlas LV-3B,Atlas LV-3B,National Aeronautics and Space Administration,National Aeronautics and Space Administration,Human Exploration,Low Earth Orbit,Space Launch Complex 14,"Cape Canaveral SFS, FL, USA",
6e56add2-2ca3-48f8-ae68-5066c937ab7f,Kosmos-2I 63S1 | Sputnik 15,Launch Successful,1962-05-28T03:00:00Z,1962-05-28T03:00:00Z,1962-05-28T03:00:00Z,,Kosmos-2I 63S1,Kosmos-2I,Strategic Rocket Forces,Soviet Space Program,Astrophysics,Elliptical Orbit,Mayak-2,"Kapustin Yar, Russian Federation",
4c897fd4-8338-4c24-ae82-7beba52a185f,Thor DM-21 Agena-B | KH-4 4,Launch Successful,1962-05-30T01:00:04Z,1962-05-30T01:00:04Z,1962-05-30T01:00:04Z,,Thor DM-21 Agena-B,Thor DM-21 Agena-B,United States Air Force,United States Air Force,Government/Top Secret,Low Earth Orbit,Space Launch Complex 2E,"Vandenberg SFB, CA, USA",
d1542267-4c09-45d9-a829-685b9d019058,Vostok 8A92 | Zenit-2 3,Launch Failure,1962-06-01T09:38:00Z,1962-06-01T09:38:00Z,1962-06-01T09:38:00Z,,Vostok 8A92,Vostok 8A92,RKK Energiya,Soviet Space Program,Government/Top Secret,Low Earth Orbit,1/5,"Baikonur Cosmodrome, Republic of Kazakhstan",
e7afcf1a-40bc-4711-b476-f487d360cb36,Thor DM-21 Agena-B | KH-4 5,Launch Successful,1962-06-02T00:31:28Z,1962-06-02T00:31:28Z,1962-06-02T00:31:28Z,,Thor DM-21 Agena-B,Thor DM-21 Agena-B,United States Air Force,United States Air Force,Government/Top Secret,Low Earth Orbit,Space Launch Complex 1W,"Vandenberg SFB, CA, USA",
4c9ce3d9-3b36-4052-ae81-be24e44fa115,Atlas Agena B | Samos-E6 2,Launch Successful,1962-06-17T18:14:18Z,1962-06-17T18:14:18Z,1962-06-17T18:14:18Z,,Atlas Agena B,Atlas LV-3 Agena B,United States Air Force,United States Air Force,Government/Top Secret,Polar Orbit,Space Launch Complex 3W,"Vandenberg SFB, CA, USA",
fdd3f4c1-4332-4ed8-9198-d2b4819cb778,Thor DM-21 Agena-B | P-102 Group 2-D 1,Launch Successful,1962-06-18T20:20:00Z,1962-06-18T20:20:00Z,1962-06-18T20:20:00Z,,Thor DM-21 Agena-B,Thor DM-21 Agena-B,United States Air Force,United States Air Force,Government/Top Secret,Low Earth Orbit,Space Launch Complex 1E,"Vandenberg SFB, CA, USA",
04604499-6230-4cb1-99a0-3e68c0f5edef,Thor Delta | Tiros 5,Launch Successful,1962-06-19T12:19:01Z,1962-06-19T12:19:01Z,1962-06-19T12:19:01Z,,Thor Delta,Thor Delta,McDonnell Douglas,United States Air Force,Earth Science,Sun-Synchronous Orbit,Space Launch Complex 17A,"Cape Canaveral SFS, FL, USA",
6c62bfdb-9888-4b6d-bcd3-133df11bcdfe,Thor DM-21 Agena-B | KH-4 6,Launch Successful,1962-06-23T00:30:47Z,1962-06-23T00:30:47Z,1962-06-23T00:30:47Z,,Thor DM-21 Agena-B,Thor DM-21 Agena-B,United States Air Force,United States Air Force,Government/Top Secret,Low Earth Orbit,Space Launch Complex 1W,"Vandenberg SFB, CA, USA",
19dcb1d1-031b-4b5b-91b0-f9184566da8c,Thor Agena D | KH-4 7,Launch Successful,1962-06-28T01:09:00Z,1962-06-28T01:09:00Z,1962-06-28T01:09:00Z,,Thor Agena D,Thor Agena D,McDonnell Douglas,United States Air Force,Government/Top Secret,Low Earth Orbit,Space Launch Complex 2E,"Vandenberg SFB, CA, USA",
7d19d773-07a4-4f08-a8ac-da471a63e2af,Kosmos-2I 63S1 | DS-P1 1,Launch Successful,1962-06-30T16:00:00Z,1962-06-30T16:00:00Z,1962-06-30T16:00:00Z,,Kosmos-2I 63S1,Kosmos-2I,Strategic Rocket Forces,Soviet Space Program,Test Target,Low Earth Orbit,Mayak-2,"Kapustin Yar, Russian Federation",
03f31be8-7d86-45a5-ba5b-bdeef2dac608,Thor Delta | Telstar 1,Launch Successful,1962-07-10T08:35:05Z,1962-07-10T08:35:05Z,1962-07-10T08:35:05Z,,Thor Delta,Thor Delta,McDonnell Douglas,United States Air Force,Communications,Medium Earth Orbit,Space Launch Complex 17B,"Cape Canaveral SFS, FL, USA",
b4132996-96ef-44ea-ad7c-166e8207ce1f,X-15 | Flight 62,Launch Successful,1962-07-17T17:30:00Z,1962-07-17T17:30:00Z,1962-07-17T17:41:00Z,,North American X-15,North American X-15,North American Aviation,United States Air Force,Test Flight,Suborbital,Edwards Air Force Base,Air launch to Suborbital flight,
ce1d59f9-cdb0-4613-901e-5bffd5edf2aa,Atlas Agena B | Samos-E6 3,Launch Successful,1962-07-18T20:51:20Z,1962-07-18T20:51:20Z,1962-07-18T20:51:20Z,,Atlas Agena B,Atlas LV-3 Agena B,United States Air Force,United States Air Force,Government/Top Secret,Polar Orbit,Space Launch Complex 3W,"Vandenberg SFB, CA, USA",
03e9b7b4-b5a9-420f-b72d-0197adf45f9f,Thor DM-21 Agena-B | KH-4 8,Launch Successful,1962-07-21T00:56:40Z,1962-07-21T00:56:40Z,1962-07-21T00:56:40Z,,Thor DM-21 Agena-B,Thor DM-21 Agena-B,United States Air Force,United States Air Force,Government/Top Secret,Low Earth Orbit,Space Launch Complex 1E,"Vandenberg SFB, CA, USA",
abf6d6dc-b949-4f28-a44c-51214895e368,Atlas Agena B | Mariner 1,Launch Failure,1962-07-22T09:21:23Z,1962-07-22T09:21:23Z,1962-07-22T09:21:23Z,,Atlas Agena B,Atlas LV-3 Agena B,United States Air Force,United States Air Force,Robotic Exploration,Venus flyby,Launch Complex 12,"Cape Canaveral SFS, FL, USA",
ed0d5ab7-a55e-42dc-8424-d4e94418b1e5,Thor DM-21 Agena-B | KH-4 9,Launch Successful,1962-07-28T00:30:09Z,1962-07-28T00:30:09Z,1962-07-28T00:30:09Z,,Thor DM-21 Agena-B,Thor DM-21 Agena-B,United States Air Force,United States Air Force,Government/Top Secret,Low Earth Orbit,Space Launch Complex 1W,"Vandenberg SFB, CA, USA",
42cd0632-1bbb-4e2f-88b2-47802d64e2b2,Vostok 8A92 | Zenit-2 4,Launch Successful,1962-07-28T09:18:31Z,1962-07-28T09:18:31Z,1962-07-28T09:18:31Z,,Vostok 8A92,Vostok 8A92,RKK Energiya,Soviet Space Program,Government/Top Secret,Low Earth Orbit,1/5,"Baikonur Cosmodrome, Republic of Kazakhstan",
53b9c44c-bca6-4011-a48d-3c9287aaa8a7,Thor Agena D | KH-4 10,Launch Successful,1962-08-02T00:17:00Z,1962-08-02T00:17:00Z,1962-08-02T00:17:00Z,,Thor Agena D,Thor Agena D,McDonnell Douglas,United States Air Force,Government/Top Secret,Low Earth Orbit,Space Launch Complex 2E,"Vandenberg SFB, CA, USA",
d9310658-8333-4497-b95c-3beb978877ce,Atlas Agena B | Samos-E6 4,Launch Successful,1962-08-05T17:58:59Z,1962-08-05T17:58:59Z,1962-08-05T17:58:59Z,,Atlas Agena B,Atlas LV-3 Agena B,United States Air Force,United States Air Force,Government/Top Secret,Polar Orbit,Space Launch Complex 3W,"Vandenberg SFB, CA, USA",
1901ff20-e1d1-45bd-bfc2-8e6cbf46bed9,Vostok-K | Vostok 3,Launch Successful,1962-08-11T08:30:00Z,1962-08-11T08:30:00Z,1962-08-11T08:30:00Z,,Vostok,Vostok-K,Soviet Space Program,Soviet Space Program,Human Exploration,Low Earth Orbit,1/5,"Baikonur Cosmodrome, Republic of Kazakhstan",
6aeaf6ed-3b42-4e17-844d-dc61ebcc77e8,Vostok-K | Vostok 4,Launch Successful,1962-08-12T08:02:33Z,1962-08-12T08:02:33Z,1962-08-12T08:02:33Z,,Vostok,Vostok-K,Soviet Space Program,Soviet Space Program,Human Exploration,Low Earth Orbit,1/5,"Baikonur Cosmodrome, Republic of Kazakhstan",
a3c3e5c6-5a64-4ed4-952c-0aac0b9764f8,Kosmos-2I 63S1 | Sputnik 18,Launch Successful,1962-08-18T15:00:00Z,1962-08-18T15:00:00Z,1962-08-18T15:00:00Z,,Kosmos-2I 63S1,Kosmos-2I,Strategic Rocket Forces,Soviet Space Program,Earth Science,Low Earth Orbit,Mayak-2,"Kapustin Yar, Russian Federation",
085be7a8-8aa7-46ff-b60f-512eb71c3e7f,Scout X-2M | DSAP-1 F2,Launch Successful,1962-08-23T11:33:00Z,1962-08-23T11:33:00Z,1962-08-23T11:33:00Z,,Scout X-2M,Scout X-2M,Vought,United States Air Force,Government/Top Secret,Sun-Synchronous Orbit,Space Launch Complex 5,"Vandenberg SFB, CA, USA",
8bceefa3-0158-4cf6-9256-603b972f0899,Molniya 8K78 | Venera 2a,Launch Failure,1962-08-25T02:18:45Z,1962-08-25T02:18:45Z,1962-08-25T02:18:45Z,,Molniya 8K78,Molniya 8K78,Strategic Rocket Forces,Soviet Space Program,Robotic Exploration,Heliocentric N/A,1/5,"Baikonur Cosmodrome, Republic of Kazakhstan",
44ebf43b-accb-4cc4-aaaa-43c2f13e90df,Atlas Agena B | Mariner 2,Launch Successful,1962-08-27T06:53:14Z,1962-08-27T06:53:14Z,1962-08-27T06:53:14Z,,Atlas Agena B,Atlas LV-3 Agena B,United States Air Force,United States Air Force,Planetary Science,Venus flyby,Launch Complex 12,"Cape Canaveral SFS, FL, USA",
84e776ec-6bff-4de1-b2cc-a4ef985cb1ec,Thor Agena D | KH-4 11 & RM 3,Launch Successful,1962-08-29T01:00:36Z,1962-08-29T01:00:36Z,1962-08-29T01:00:36Z,,Thor Agena D,Thor Agena D,McDonnell Douglas,United States Air Force,Government/Top Secret,Low Earth Orbit,Space Launch Complex 2W,"Vandenberg SFB, CA, USA",
5fe5cadc-8e59-485c-9352-760e9ecb1c1a,Scout X-3A | Reentry-2,Launch Successful,1962-08-31T16:25:00Z,1962-08-31T16:25:00Z,1962-08-31T16:25:00Z,,Scout X-3A,Scout X-3A,Vought,National Aeronautics and Space Administration,Materials Science,Suborbital,Launch Area 3,"Wallops Flight Facility, Virginia, USA",
d72ee979-8cbd-4663-9b39-85e51c4983ea,Molniya 8K78 | Venera 2b,Launch Failure,1962-09-01T02:12:30Z,1962-09-01T02:12:30Z,1962-09-01T02:12:30Z,,Molniya 8K78,Molniya 8K78,Strategic Rocket Forces,Soviet Space Program,Robotic Exploration,Heliocentric N/A,1/5,"Baikonur Cosmodrome, Republic of Kazakhstan",
cfa9226d-2431-4074-baa5-fc10d429e345,Thor DM-21 Agena-B | KH-5 6,Launch Successful,1962-09-01T20:39:09Z,1962-09-01T20:39:09Z,1962-09-01T20:39:09Z,,Thor DM-21 Agena-B,Thor DM-21 Agena-B,United States Air Force,United States Air Force,Government/Top Secret,Low Earth Orbit,Space Launch Complex 1E,"Vandenberg SFB, CA, USA",
f7612657-5c7b-4ec4-954e-85aba5a18440,Molniya 8K78 | Venera 2c,Launch Failure,1962-09-12T00:59:13Z,1962-09-12T00:59:13Z,1962-09-12T00:59:13Z,,Molniya 8K78,Molniya 8K78,Strategic Rocket Forces,Soviet Space Program,Robotic Exploration,Venus flyby,1/5,"Baikonur Cosmodrome, Republic of Kazakhstan",
f4852483-4a22-4fec-84ee-ca959df7d047,Thor DM-21 Agena-B | KH-4 12,Launch Successful,1962-09-17T23:46:18Z,1962-09-17T23:46:18Z,1962-09-17T23:46:18Z,,Thor DM-21 Agena-B,Thor DM-21 Agena-B,United States Air Force,United States Air Force,Government/Top Secret,Low Earth Orbit,Space Launch Complex 1W,"Vandenberg SFB, CA, USA",
3a95f930-54c6-4b2a-96d3-8612f8b6cf55,Thor Delta | Tiros 6,Launch Successful,1962-09-18T08:53:08Z,1962-09-18T08:53:08Z,1962-09-18T08:53:08Z,,Thor Delta,Thor Delta,McDonnell Douglas,United States Air Force,Earth Science,Sun-Synchronous Orbit,Space Launch Complex 17A,"Cape Canaveral SFS, FL, USA",
ad83f0fc-7db2-41c2-949e-46d6d1f4f2c0,Vostok 8A92 | Zenit-2 5,Launch Successful,1962-09-27T09:39:51Z,1962-09-27T09:39:51Z,1962-09-27T09:39:51Z,,Vostok 8A92,Vostok 8A92,RKK Energiya,Soviet Space Program,Government/Top Secret,Low Earth Orbit,1/5,"Baikonur Cosmodrome, Republic of Kazakhstan",
dd16cfb3-41cd-46f8-85e9-ff12c0bda66c,Thor DM-21 Agena-B | Alouette 1,Launch Successful,1962-09-29T06:05:00Z,1962-09-29T06:05:00Z,1962-09-29T06:05:00Z,,Thor DM-21 Agena-B,Thor DM-21 Agena-B,United States Air Force,United States Air Force,Earth Science,Low Earth Orbit,Space Launch Complex 2E,"Vandenberg SFB, CA, USA",
93ba8ce2-7814-4e1f-b5c4-2cb0f24f7954,Thor Agena D | KH-4 13 & RM 4,Launch Successful,1962-09-29T23:34:50Z,1962-09-29T23:34:50Z,1962-09-29T23:34:50Z,,Thor Agena D,Thor Agena D,McDonnell Douglas,United States Air Force,Government/Top Secret,Low Earth Orbit,Space Launch Complex 2W,"Vandenberg SFB, CA, USA",
d89f28ff-39e7-471f-91e1-00d6d2702011,Thor Delta A | Explorer 14,Launch Successful,1962-10-02T22:11:30Z,1962-10-02T22:11:30Z,1962-10-02T22:11:30Z,,Thor Delta A,Thor Delta A,McDonnell Douglas,United States Air Force,Astrophysics,Elliptical Orbit,Space Launch Complex 17B,"Cape Canaveral SFS, FL, USA",
06763ce6-08ff-4770-8cf3-14e51129c900,Atlas LV-3B | Mercury-Atlas 8,Launch Successful,1962-10-03T12:15:12Z,1962-10-03T12:15:12Z,1962-10-03T12:15:12Z,,Atlas LV-3B,Atlas LV-3B,National Aeronautics and Space Administration,National Aeronautics and Space Administration,Human Exploration,Low Earth Orbit,Space Launch Complex 14,"Cape Canaveral SFS, FL, USA",
e3abb342-f792-4c92-be52-27f0f952d547,Thor DM-21 Agena-B | KH-5 7,Launch Successful,1962-10-09T18:35:39Z,1962-10-09T18:35:39Z,1962-10-09T18:35:39Z,,Thor DM-21 Agena-B,Thor DM-21 Agena-B,United States Air Force,United States Air Force,Government/Top Secret,Low Earth Orbit,Space Launch Complex 1W,"Vandenberg SFB, CA, USA",
d5bda8d3-7381-4add-9837-f076b939d1ee,Vostok 8A92 | Zenit-2 6,Launch Successful,1962-10-17T09:00:00Z,1962-10-17T09:00:00Z,1962-10-17T09:00:00Z,,Vostok 8A92,Vostok 8A92,RKK Energiya,Soviet Space Program,Government/Top Secret,Low Earth Orbit,1/5,"Baikonur Cosmodrome, Republic of Kazakhstan",
c851964a-3383-4f48-9ea4-af2d83716fec,Atlas Agena B | Ranger 5,Launch Successful,1962-10-18T16:59:00Z,1962-10-18T16:59:00Z,1962-10-18T16:59:00Z,,Atlas Agena B,Atlas LV-3 Agena B,United States Air Force,United States Air Force,Lunar Exploration,Lunar Impactor,Launch Complex 12,"Cape Canaveral SFS, FL, USA",
ec147036-451e-4d15-bb9c-e775aa38d908,Kosmos-2I 63S1 | DS-A1 1,Launch Successful,1962-10-20T04:00:00Z,1962-10-20T04:00:00Z,1962-10-20T04:00:00Z,,Kosmos-2I 63S1,Kosmos-2I,Strategic Rocket Forces,Soviet Space Program,Communications,Low Earth Orbit,Mayak-2,"Kapustin Yar, Russian Federation",
14d16669-daa8-4129-87bc-6fb318e49736,Molniya 8K78 | Mars 1c,Launch Failure,1962-10-24T17:55:04Z,1962-10-24T17:55:04Z,1962-10-24T17:55:04Z,,Molniya 8K78,Molniya 8K78,Strategic Rocket Forces,Soviet Space Program,Robotic Exploration,Mars flyby,1/5,"Baikonur Cosmodrome, Republic of Kazakhstan",
